LOGRADOURO,BAIRRO,CIDADE/ESTADO,BAIRRO.1,CEP
Rua Professor Carlos de Carvalho 40,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04531-936
Rua Professor Carlos de Carvalho 75,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04531-937
Rua Professor Tamandaré Toledo,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04532-020
Rua Romilda Margarita Gabriel,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04530-090
Rua Tabapuã 602,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-999
Rua Tabapuã 602,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-970
Rua Sader Macul,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04542-090
Rua Salvador Cardoso,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-050
Rua Salvador Longo,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04532-050
Rua Santa Columba,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04538-040
Rua Soares de Barros,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04538-060
Rua Tabapuã - até 339 - lado ímpar,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-010
Rua Tabapuã 1590,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-913
Rua Tabapuã 594,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-910
Rua Tabapuã 1666,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-914
Rua Tabapuã 145,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-902
Rua Tabapuã 500,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-909
Rua Tabapuã 41,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-900
Rua Tabapuã 81,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-901
Rua Tabapuã 240,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-907
Rua Tabapuã 222,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-906
Rua Tabapuã 1105,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-905
Rua Tabapuã 627,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-903
Rua Tabapuã 266,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-908
Rua Tabapuã 1544,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-912
Rua Tabapuã 649,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-904
Rua Tabapuã - até 360 - lado par,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-000
Rua Tabapuã - de 341 a 579 - lado ímpar,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-011
Rua Tabapuã - de 362 a 570 - lado par,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-001
Rua Tabapuã - de 572 a 780 - lado par,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-002
Rua Tabapuã - de 581 a 779 - lado ímpar,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-012
Rua Tabapuã - de 781 a 989 - lado ímpar,Itaim Bibi,"São Paulo, SP","Itaim Bibi, São Paulo, SP",04533-013
Rua Abure,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08110-345
Rua Adolfo Baci,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08110-115
Rua Aguinaldo Bezerra dos Santos,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-070
Rua Alberto Evaristo Ginastera,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08132-490
Rua Albuquerque Pinheiro,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-340
Rua Almirante Alves Câmara,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-320
Rua André Breton,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08132-495
Rua Antônio João de Medeiros,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08140-060
Rua Aracarana,Vila São José (Itaim Paulista),"São Paulo, SP","Vila São José (Itaim Paulista), São Paulo, SP",08140-400
Rua Armando Nóbrega Colângelo,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08190-303
Rua Ary Cordovil,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-300
Avenida Marechal Tito 7255,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08115-971
Avenida Marechal Tito 7255,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08115-972
Rua Açaiá,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08140-313
Rua Baltazar Gonsalves Malho,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08111-280
Avenida Barão de Alagoas,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-000
Rua Barão de Almeida Galeão,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-315
Praça Bernardo Ravasco,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-010
Rua Boituva,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-310
Rua Cachoeira Alta,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-100
Rua Camurça,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08141-015
Rua Canção dos Piratas,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08132-480
Travessa Capricho Espanhol,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-245
Rua Capricho Rústico,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-265
Rua Carlos Aguiar,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-330
Rua Carmem de Almeida,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-340
Rua Che,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-230
Rua Chuva na Montanha,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08132-410
Rua Cio da Terra,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08121-830
Rua Colaço de Oliveira,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-330
Rua Colônia D'Assunção,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08111-230
Rua Coração Paulista,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08132-430
Rua Cândido Gomide,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-450
Avenida Córrego Três Pontes,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08111-300
Rua Djalma de Andrade,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-260
Rua Dom João Peres de Aboim,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-370
Travessa Domingo no Parque,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-240
Rua Domingues Vidigal,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-350
Rua Enseada Itapacoroia,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08111-200
Rua Espaços Infinitos,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-355
Rua Espelho Mágico,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08132-460
Rua Estudantes da China,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-220
Travessa Euristeo,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08111-075
Rua Filipe Maciel,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-340
Rua Floraí,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-460
Rua Francesco Portinaro,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-320
Rua Francisco Faustino,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-130
Rua Francisco Velasquez,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-550
Rua Gaspar de Abreu Ferraz,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08140-220
Rua Guaiuvira,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-190
Praça Hector Júlio Paride Bsarnabó,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-305
Rua Ilha Tomarim,Vila São José (Itaim Paulista),"São Paulo, SP","Vila São José (Itaim Paulista), São Paulo, SP",08140-480
Rua Ilha da Paz (Enc. Norte),Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-225
Rua Imore,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08110-343
Avenida Inácio Penteado,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-240
Avenida Ipê Roxo - até 519/520,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08140-200
Avenida Ipê Roxo - de 521/522 ao fim,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-330
Rua Itajuibe - até 907/908,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-470
Rua Jacinto Soares,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-210
Rua Jipioca,Vila São José (Itaim Paulista),"São Paulo, SP","Vila São José (Itaim Paulista), São Paulo, SP",08140-390
Rua José Mário Donizetti Baroni,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-030
Avenida José de Moraes Cabral,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-200
Rua João Carlos Leite Penteado,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-200
Rua João Lourenço Rebelo,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-540
Rua João da Silva,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-430
Rua João de Campos e Matos,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-220
Rua João de Castilho Pinto,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-370
Rua Jurupiranga,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-270
Praça Lions Clube Itaim Paulista,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-110
Rua Luiza Augusta Garlippe,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08141-730
Rua Lázaro Diniz,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-090
Rua Lírio dos Vales,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08141-018
Rua Mandaguaçu,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-410
Rua Manuel Duarte Ferro - até 405/406,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08111-050
Rua Manuel da Cruz Santiago,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08140-230
Rua Manuel de Castilho,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-030
Rua Manuel Álvares de Moraes,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-210
Rua Mar Eterno,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08141-005
Avenida Marechal Tito - de 4050 ao fim - lado par,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08115-000
Avenida Marechal Tito - de 4191 ao fim - lado ímpar,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08115-100
Rua Maria Célia Correa,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08141-740
Rua Maria Felícia,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-120
Rua Minha Cidade,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-060
Praça Ministro Brito Bastos,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-310
Praça Monsenhor Francisco Bastos,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-400
Rua Monsenhor Salim - até 655/656,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08111-180
Rua Morro da Babilônia,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-232
Rua Morro da Capoaba,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08140-240
Travessa Nicola de Giosa,Vila São José (Itaim Paulista),"São Paulo, SP","Vila São José (Itaim Paulista), São Paulo, SP",08141-440
Rua Nogueira Viotti,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-300
Rua Oswaldo Barreto,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-250
Rua Pacutinga,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-360
Rua Padre Eustáquio,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-050
Rua Padre Francisco Veloso,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-180
Rua Padre Virgílio Campelo,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-310
Rua Paraú,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-060
Rua Particular A,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08111-005
Rua Particular B,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08111-008
Rua Pascoal de Miranda,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-020
Rua Paulo Tapajós,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-360
Rua Pedro Gil,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-215
Rua Piraitá,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-280
Rua Piranambu,Vila São José (Itaim Paulista),"São Paulo, SP","Vila São José (Itaim Paulista), São Paulo, SP",08140-380
Rua Porto da Saudade,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08132-470
Rua Povos Guaranis,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-390
Rua Professor Zeferino Ferraz,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-380
Rua Redução do Loreto,Vila São José (Itaim Paulista),"São Paulo, SP","Vila São José (Itaim Paulista), São Paulo, SP",08140-485
Rua Renata Agondi,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-320
Rua Ribeiro Escobar,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-040
Rua Rio da Casca,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-290
Rua Roque Soares de Medela,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08140-210
Rua Tibúrcio de Sousa 437,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08140-972
Rua Tibúrcio de Sousa 8,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08140-970
Viela Santa Terezinha,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08111-325
Rua Santo Antônio da Glória,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-070
Rua Sardoá,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-440
Rua Sargento Manuel Alboz,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-150
Rua Senador Darcy Ribeiro,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08132-485
Rua Serra do Luar,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08121-810
Rua Serra dos Aimorés,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-080
Praça Silva Teles,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08140-010
Rua São Vicente,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08140-225
Rua Tacacá,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-195
Rua Taiuvá,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-706
Rua Tamoio,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-260
Rua Teodomiro Pereira,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-280
Rua Tibúrcio de Sousa,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08140-000
Rua Valente de Novais,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-420
Rua Valsa dos Casais,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08121-800
Rua Varvitos,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-300
Rua Vereda do Paraíso,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08110-300
Praça Vicentistas,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-250
Rua Vigia da Encruzilhada,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-140
Rua Visconde de Guedes Teixeira,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-325
Rua Vitório Negrelle,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-350
Praça Yerchanik Kissajikian,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-455
Rua da Cançoneta,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08141-008
Rua da Confidência,Jardim Jaraguá (Itaim Paulista),"São Paulo, SP","Jardim Jaraguá (Itaim Paulista), São Paulo, SP",08160-335
Rua do Convento,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-160
Rua do Espaço Ecológico,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-240
Rua do Refrão,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08120-350
Rua Águia do Universo,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08131-290
Travessa Ébano Oriental,Itaim Paulista,"São Paulo, SP","Itaim Paulista, São Paulo, SP",08110-225
Rua Abelardo Luz,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08295-380
Rua Acotipa,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-040
Avenida Afonso de Sampaio e Sousa - de 1690/1691 a 2698/2699,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08270-001
Rua Alayde de Souza Costa,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-490
Rua Almadina,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-440
Rua Américo Salvador Novelli,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-090
Rua Ana Gomes de Andrade,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-360
Rua Andiratuba,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-130
Rua Angeja,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-620
Rua Anhupoca,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-660
Rua Antônio Gandini,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-460
Rua Antônio Moura Andrade,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-660
Rua Antônio Pralon,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-420
Rua Antônio Soares Lara,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-060
Travessa Aníbal Gonçalves,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-410
Rua Aníbal Machado,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-570
Rua Augusto Carlos Bauman - até 778/779,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-590
Rua Augusto Carlos Bauman - de 780/781 ao fim,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-263
Rua Baixada Santista,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08295-360
Rua Barra de Guabiraba,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-010
Rua Barros Cassal,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-180
Rua Benedito Coelho Neto,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08295-010
Rua Boleeiro,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08290-640
Rua Botuporã,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-470
Rua Brígida de Vasconcelos,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08290-650
Travessa Brígida de Vasconcelos,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08290-665
Travessa Camarajibe,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08290-570
Avenida Campanella - de 697/698 a 1347/1348,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08220-831
Rua Campinas do Piauí,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-000
Viaduto Cassiano Gabus Mendes,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-665
Rua Castelo do Piauí,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08295-510
Rua Cautaros,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-650
Rua Colombo,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-030
Rua Colonial das Missoes,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-120
Loteamento Conjunto Habitacional A. E. Carvalho,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08225-005
Loteamento Conjunto Habitacional Águia de Haia,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08223-005
Rua Crescenzo Albanese,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-630
Rua Creso,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-020
Avenida Córrego do Jacu,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-070
Avenida David Domingues Ferreira - até 748/749,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-610
Avenida David Domingues Ferreira - de 1360/1361 ao fim,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-257
Avenida David Domingues Ferreira - de 750/751 a 1358/1359,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08210-613
Rua Desemboque,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-010
Viela Dom Bosco,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-295
Rua Dona Maria de Camargo - até 696/697,Itaquera,"São Paulo, SP","Itaquera, São Paulo, SP",08215-260
